ID,Citation contexte (FR),Speaker,Type,n_segs,segments,audio_start_s,Référence trad. CALQUE (EN),Référence trad. IDIOMATIC (EN),whisper_en_per_seg,whisper_en_cont,xlsr_en,bleu_whisper_per_seg_calque,chrf_whisper_per_seg_calque,ter_whisper_per_seg_calque,bleu_whisper_per_seg_idiomatic,chrf_whisper_per_seg_idiomatic,ter_whisper_per_seg_idiomatic,bleu_whisper_cont_calque,chrf_whisper_cont_calque,ter_whisper_cont_calque,bleu_whisper_cont_idiomatic,chrf_whisper_cont_idiomatic,ter_whisper_cont_idiomatic,bleu_xlsr_calque,chrf_xlsr_calque,ter_xlsr_calque,bleu_xlsr_idiomatic,chrf_xlsr_idiomatic,ter_xlsr_idiomatic,comet_whisper_per_seg_calque,comet_whisper_per_seg_idiomatic,comet_whisper_cont_calque,comet_whisper_cont_idiomatic,comet_xlsr_calque,comet_xlsr_idiomatic
L32,voilà donc moi à mon époque oui ça fait deux trois ans,spk1,gauche,1,seg_0451 ,1411.82,well so me back in my day yes it has been two or three years,well so back in my day actually it has been two or three years,"So at my time, it's been 2 or 3 years,","so, at my time, yes, it's been two, three years,","Well, for my time, indeed, I, my age, yes, it was two and three years, I was two three years - Well, I think, I’ve been three years I knew for, well, I know he’d taken three years to be a Guardian, but I know they’d kept a keeper for three years longer, I knew they took a guard guard for him for for, Well, For indeed, It’s being two three times — I’d — I knew he was a War Warwar War War War Guard, He’d A Guard, And for, That, I wasn’t three three — I thought for, I thought, He was a Guardian for for three three three-year — I knows that they gave him a Guardian Guardian Guardian, So, In fact, I actually, I really, I'd — Three Three Year — I think it’d for — A Good, Well Well, You’d For Actually, For Well, If Well, Well — Well Well — I, At Well, Now, I — Well — It’ Well, It Was T — I Inde, I My Time, Well I’ Well — All, I Well, And Well, Of Well, This — I — It Was Two Three Three — I Though, I Know He Had A War War Ad Ad Ad En En En Guard, Even Well, As Well, They Had Had A Guard Guard, I Guard Guard Guard — He Well, He Well Well Well No, He He Well — He He He — He — Well I — He Did A Guard — A Guard Ad Ad Guard, Who Well, With Well, The Well Well Guard, Well He — I Well Well He He Had Guard Guarded, I He He Guard Guards A Well, All Well, So Well Well I Well — — He We — He Last — He Cu Cu Cu — He Guard, A Guard Officer, He — Guard Guard Well, Who — Well He Well I Guard, All All All Well — So Well, From Well, Over Well, My Well, Your Well, Me, I I — I My Well — For — Well And Well — My — I Was Three Three Three And — — I I, I Was — I He — — — For All All Three — — All Well Well And — I So Well — That — I Fi From the front, I know that you have a Cap-a-Tup Cap Cap-Touts, trou trou trous, Trou trou trougois, trougoi trou trou go go... trou trou Trou trous trou trougou trou trou Gou trous... Trous trougou trou trougu trou trou Gues... trouou trou trou gou gou gou trous. trou trou Go go go go! trou troudou trou trouse trou trou Chus trous",3.9438,18.8168,73.3333,4.2866,17.0413,71.4286,8.5492,38.1429,80.0,8.226,33.9494,78.5714,0.2045,6.3432,2960.0,0.1997,7.4741,3171.4286,0.6633,0.6789,0.6531,0.644,0.3318,0.3296
L34,c'est vrai que les livres jusqu'à maintenant je les achetais beaucoup,spk1,gauche,1,seg_0463,1450.7,it's true that books up to now I bought them a lot,it's true that up till now I bought a lot of books,I've bought a lot of them.,It's true that I bought a lot of books until now.,"I would love to buy them until noon, I bought them a lot of things.",7.6465,22.465,91.6667,20.1267,31.528,66.6667,19.7294,53.3649,66.6667,54.5247,72.4572,41.6667,22.4075,40.908,83.3333,10.7045,31.6881,83.3333,0.6329,0.6528,0.8087,0.874,0.5539,0.5105
L33,la bibliothèque c'était pour la musique et les et les DVD,spk1,gauche,2,seg_0461 + seg_0462,1447.14,the library it was for the music and the and the DVDs,the library was for music and DVDs,It was for the music and the DVDs.,"because otherwise, the library was for music and DVDs.","otherwise else, the Bible Bible Library, Bible-the Bible-de Bible-school?... It was for the music and the DVD.",58.5045,61.5646,41.6667,14.9237,44.7341,57.1429,12.3203,48.3977,66.6667,57.0675,87.6003,42.8571,25.51,55.3953,91.6667,4.9247,37.9536,171.4286,0.7605,0.7817,0.7823,0.8716,0.5034,0.4718
L35,non Bercy c'est ah non c'est c'est extrapolé là,spk1,gauche,1,seg_0498,1567.98,no Bercy it is ah no it is it is outside my familiar area there,no Bercy is outside my familiar area,"No, it's extrapolated.","No, it's extrapolated, there.","Come on, it’s spread out! Well, that’s exaggerated...",1.4457,6.5861,100.0,7.1605,7.7602,100.0,2.4906,12.2178,100.0,6.5673,9.7639,100.0,0.0,13.8692,100.0,0.0,14.2143,114.2857,0.5247,0.5276,0.5226,0.4922,0.4891,0.4441
L36,alors euh les fêtes des voisins vous faites ça,spk2,gauche,1,seg_0546,1744.18,so the neighborhood parties do you attend them,so do you attend the neighborhood parties,The lack of neighbors?,"The neighbors' festival, you do that? The neighbors' festival, you do that?","Do you do this? What is the party of the neighbors’ neighbors? You are doing this, you are doing that.",5.8625,19.5691,87.5,7.1605,21.6607,100.0,3.2186,32.8409,125.0,3.2186,32.6007,142.8571,3.4823,36.3597,225.0,3.4823,36.0147,257.1429,0.467,0.4804,0.4917,0.4591,0.4628,0.4477
L37,le quartier c'est les cafés donc aussi,spk2,gauche,1,seg_0563,1812.97,the neighborhood it is the cafes too,the neighborhood is also the cafes,The key is the coffee.,"The coffee shop is the coffee shop, so ...","Yes, Gartier, it’s the coffee, that’s all.",15.2072,18.4222,57.1429,10.6822,13.3837,50.0,7.4956,21.3182,85.7143,4.4569,17.5358,116.6667,3.7478,18.6237,100.0,3.7478,17.869,116.6667,0.5223,0.5448,0.5343,0.5383,0.5063,0.483
L38,la fréquentation des cafés ou oui moi je trouve hein,spk1,gauche,1,seg_0596,1910.39,the frequenting of cafes well yes me I find,the frequenting of cafes well yes I find,"The coffee frequency? Yes, I think so.","The frequency of coffee? Yes, I think so.","Do you find coffees?... Do I find coffee?... Well, I find myself...",5.5224,27.2645,88.8889,5.5224,28.657,87.5,5.3002,30.5501,77.7778,5.3002,32.0973,75.0,3.4823,18.6043,111.1111,3.4823,18.9681,125.0,0.5031,0.5138,0.5194,0.5243,0.519,0.4876
L39,bon voilà moi je trouve que c'est très inconfortable,spk1,gauche,1,seg_0614,2014.51,well there me I find it very uncomfortable,well I find it very uncomfortable,I find it very uncomfortable,I find it very uncomfortable,I think it’s very unacceptable,54.8812,70.8706,37.5,81.8731,86.9841,16.6667,54.8812,70.8706,37.5,81.8731,86.9841,16.6667,6.9717,25.0542,75.0,10.4006,28.5628,66.6667,0.8692,0.9511,0.8692,0.9511,0.6807,0.7598
L40,parce que les bons c'est peut-être trop cher pour moi,spk1,gauche,1,seg_0628,2089-09-01 00:00:00,because the good ones it is maybe too expensive for me,because the good ones are maybe too expensive for me,because the goods are too expensive for me.,"Well, because the good ones are maybe too expensive for me.","It’s because the good goods are maybe too expensive for me, it’s hard goods for me.",28.422,68.213,54.5455,33.0101,72.5108,40.0,48.4427,82.1627,36.3636,73.617,97.118,20.0,26.8905,69.1743,90.9091,33.6802,77.4478,80.0,0.7418,0.8282,0.8505,0.9061,0.5424,0.5713
L41,moi je vais souvent parce que rapport qualité-prix c'est l'Extra Baule,spk1,gauche,1,seg_0632,2110.49,me I go often because value for money it is Extra Baule,I often go because Extra Baule is good value for money,I often go because the quality-price ratio is the extra ball,"I often go, because in terms of quality-price ratio, it's the Extra Ball",I often live in Paris because the highest quality report is the Extra Bull.,5.3559,28.763,66.6667,25.9654,38.4811,63.6364,3.9297,34.5454,91.6667,11.1149,40.6671,90.9091,3.9297,32.7488,91.6667,6.609,34.7161,100.0,0.5925,0.6002,0.6799,0.6519,0.5335,0.5052
L42,il y a des petits Turcs moi j'aime bien les petits turcs,spk1,gauche,1,seg_0637,2135.25,there are some small Turkish restaurants me I really like the small Turkish restaurants,there are small Turkish restaurants that I really like,"And then there are little turks, I like little turks.","And then there are the little turks, I like little turks.","And then, there are some small pieces that I like the little pieces...",6.818,19.9433,78.5714,8.0545,26.2887,100.0,7.1934,20.756,78.5714,7.3471,26.2983,100.0,17.695,33.3776,64.2857,7.1586,36.0128,100.0,0.5346,0.522,0.5475,0.5246,0.4872,0.5205
L43,tout ce qui est gros budget les vacances les week-ends je pouvais m'en faire mais je m'en fais plus,spk1,gauche,2,seg_0687 + seg_0688,2324.75,everything that is big budget vacations weekends I could afford them but I cannot afford them anymore,as for big budget items vacations and weekends I used to be able to afford them but I cannot anymore,"the big budgets, the holidays, the weekends, I could do that. I don't do it anymore","all that is big budget, the holidays, the weekends, I could do it, I don't do it anymore, all that is big budget, the holidays, the weekends, I could do it, I don't do it anymore,","Yes, yes, there is everywhere for all the big big budget, big budgets, public growth, budgets and holidays, summers, holidays on the weekend, I could be mine, I was right, there are everywhere everywhere, everywhere, yes yes, it is there, here, everything is big Budget, Big Budget, Budgets, Holidays, Vac Vac Vac everywhere, Every every budget, Every budget, Holiday, Every weekend, every weekend, and I could do it for me, so everywhere, for everywhere, right right now, then there are the budgets for growth, Budget, DA OK, So everywhere, from there are for everything the big Budget Budget,wawaWawawawaways, Vac everywhere I was I could eat my cake, I did it for PM, I knew, I had it, I am everywhere, and everywhere, it was everywhere, everything for Europe, for everything, for budget, budget, budget, — — budgets budgets — — — Budgets for budgets – big budget — —wawavavavawawares — — holidays — every every day, every every budget — every week, every summer, every deci I was that I was, I fed fed, Iwas, I thought, I guess, I would literally, I fixed, I’ ‘ I was indeed, I mean everywhere, there, everywhere everywhere everywhere right right right everywhere, everyone, for for everywhere everywhere everything everything, there there there is the budget, for economy, budget budget, Exp, budget — budget,Est, budget prices, budget leaders, budget times, budget adults, budget time, budget for budget — expexp, every budget for medium medium medium budget, every Tuesday, everyvara USA USA USA Yes, Iev, I have for PRI PRI PRI RO RO RO everywhere, yeah, there DIRECT DIRECT DIRECT, yes Yes Yes Yes, it true, it everywhere, daw daw daw everywhere, but everywhere everywhere is thevocvocvoc flexible, formelymelymely, ISAP, I — — for ubi everywhere, I authority, for USA USA everywhere, Yes Yes yes yes yes Yes, everywhere — it is everywhere, look everywhere, every everywhere, i Yi Yi Yi, I everywhere, is everywhere everywhere — for everywhere right everywhere everywhere; for everywhere Look everywhere, y fast, for course course course everywhere, come everywhere, absolutely, for OK OK OK everywhere, okay everywhere, OK everywhere everywhere for everywhere — — go go everywhere, we I’m me me me mes me me, because if we Weekend Weekend Weekend Week Week Week Weekend Weekend weekend weekend weekend Weekend weekend Week Week weekend weekend week I I I Wi Week mine on I infidel myself myself mine mine mine Mine Mine Mine Me Me Me, mine minemine mine mine Je Je mine mine Football me, my mine mine Euro myself, which I mine mine EUR three me Euro I, I even have mine mine; it me, me, mine me, that I mine myself, mine I I, and myself myself myself, me & mine mine, me me I, mine, I, myself, my, me and mine mine € me, I myself, myself myself ironi ironi ironime of mine mine me me mine mine myself myself... me me. me me Me me, myself me, jer me me Mes me, Jer me me & I I mine, mine myself mine, my myself, I swe me, My me, je me, Je me me — me messing me, Me me me myself, Je Je Je me I mine I, my me, Ray me me my me me l me me追い me me Jet me me 50% mine mine Me, I I myself myself me me ;-) myself myself Me me I I me, chu mine mine my me myself myself I I Compl myself myself 30% myself, Me Me me Me Me I I chroni myself myself my myself myself 30 myself myself Je Je Me Me myself myself economic myself myself am mine minejim myself myself My my my my mine, myself mine myself I mine my my, mine my mine myself me I myself mine my myself I myself I, me myself mine I mine me myself me Me I myself me mine, Me I mine Me Me mine mine I myself my my myself mine Me me mine myself Me Meme myself myself; I I Me me myself I me me。 I Ilai myself myself * mine mine My I I MY myself myselfaime myself myself. Me Me my me Me myself I Me I me Me, me I me I Me myself mine me Meme me me Jaume mine mineme Me Me Je Je I mine Mine mine mineMINE mine mine Million Me Meuse Me Me meme Me Me My My My Me Me Che Me Me Jay mine mine Kill Me MeMe Me Me half Me Me batteri me Me Je me Me mine Mine Me me Je Je myself myselfme Me me My My mine mine Mi mine mine Moi mine mine ki mine mine Mini mine mine mini Me Me alone Me Me fibro myself myself Mine Mine mine Me myself Me myself",5.2375,34.5639,76.4706,2.863,31.0194,85.0,6.548,37.1278,176.4706,2.0919,30.5402,165.0,0.1985,5.7558,4705.8824,0.1036,4.6498,4000.0,0.617,0.5896,0.5732,0.5136,0.339,0.3206
L44,après voilà moi je j'ai plus rien envie d'acheter quoi,spk1,gauche,1,seg_0692,2391-07-01 00:00:00,after that well me I I no longer have any desire to buy anything,after that well I no longer have any desire to buy anything,I don't want to buy anything anymore.,"because no, it's sure, after, I don't want to buy anything anymore.","Well, sure sure, after what? Well, after buy, I don’t know what to buy, what... what... What... what, what what...... what...what... what do that... what what, sure, what, after... what is sure, sure... after what...... what — — what... why... what am I bought enough to buy... what else to buy? what... how... whats... what me... whatchas... whatwhat... What what...? What... What, what do I don buying... what buy......... hi hi... whatWhat... what? what what what do... what What...?... what are sure...... so what... well... whatCh... what alone buy... What do...... What What............ what Chin... whatacquisition... what whatever... what Ac... what give... what honey... what it... what – what... hmm... what Lea... what! what... anyway... what CH... what.... what... what whatwhat what...",10.4344,31.3405,78.5714,13.398,32.7266,75.0,10.826,35.7214,78.5714,10.826,37.1741,83.3333,0.313,10.6525,842.8571,0.2913,10.4164,991.6667,0.7074,0.7874,0.6465,0.6386,0.2923,0.2851
L45,enfin moi à mon niveau elle veut jamais faire les boutiques,spk1,gauche,1,seg_0702,2443.27,well me at my level she never wants to go shopping,well from where I stand she never wants to go shopping,I'm not going to run any boutique,"well, at my level, she never wants to do the boutiques","Well, at my level, she never wants to make the shops",3.7087,10.336,100.0,3.7087,10.3359,100.0,28.9178,55.9497,54.5455,20.448,38.4342,72.7273,28.9178,57.4022,54.5455,20.448,39.9959,72.7273,0.4715,0.5017,0.7009,0.6147,0.591,0.5256
L46,si moi je fais les courses beaucoup,spk1,gauche,1,seg_0711,2499.57,yes me I do a lot of grocery shopping,yes I do a lot of grocery shopping,I do the shopping a lot,if I do the shopping a lot,"even if I’m still preparing for courses, prepare myself for a lot ofcourses, even prepare myself to go to school.... — Yes, prepare yourself for a few courses, even though I am preparing myself for many courses... — Prepare yourself for some courses.... Even prepare yourself to get ready for... — Ready to prepare yourself even though you are preparing... — Preparate yourself even while preparing....",14.7233,33.8221,55.5556,17.3935,36.1307,50.0,14.7596,33.9004,55.5556,17.0261,36.1725,50.0,0.9396,9.6611,711.1111,0.9396,9.273,800.0,0.8007,0.7852,0.6866,0.6582,0.3691,0.3264
L47,moi je si je considère que mes filles ont quand même,spk1,gauche,1,seg_0715,2544-02-01 00:00:00,me I yes I consider that my daughters still have,yes I consider that my daughters still have,if I consider that my daughters have...,if I consider that my daughters have still ...,if I consider my daughters are still worried about it.,41.1134,65.7887,50.0,41.1134,70.576,37.5,38.1633,70.6715,50.0,38.1633,75.6499,37.5,11.2085,48.8099,80.0,11.2085,52.086,75.0,0.6348,0.6779,0.6979,0.7478,0.5894,0.6279
L48,moi c'est ce qui m'aura marquée dans cette génération là c'est qu'ils vivent entre eux,spk1,gauche,1,seg_0722,2613.44,me what will have struck me about this generation it is that they live among themselves,personnallywhat will have struck me about this generation is that they live among themselves,"That's what I noticed in this generation, they live among themselves. I","that's what I noticed in this generation, is that they live among themselves ... hat's what I noticed in this generation, is that they live among themselves ...","that’s what I noticed in this generation, that they are living between each other",19.0477,53.3915,75.0,21.1421,49.5138,78.5714,15.5334,54.4141,131.25,15.0827,51.6817,150.0,7.3526,37.1239,81.25,7.433,34.5746,92.8571,0.7004,0.7096,0.6416,0.6408,0.6832,0.6836
L49,vos filles elles se politisent ou pas,spk2,gauche,1,seg_0727,2635-04-01 00:00:00,your daughters they get politicized or not,do your daughters get politicized or not,Yes. The marriage?? Your Mexican community?,Do they politicize themselves or not?,Are they collecting or not?,4.1961,13.3826,100.0,4.1961,13.0311,100.0,14.5358,38.3227,71.4286,14.5358,36.1251,71.4286,15.2072,18.9925,71.4286,13.7413,16.6573,85.7143,0.4227,0.3871,0.6893,0.7265,0.4675,0.4648
L50,les verts ATTAC tout ça c'est c'est retombé,spk2,gauche,1,seg_0736,2740.18,the greens ATTAC all that it has it has died down,the greens ATTAC all that has died down,,"The green, there was the fear of the green, the attacks, all that, it's over ...","Yes, no, not politically committed, not at all? All this was fine.",,,,,,,3.823,30.8862,136.3636,3.823,32.5242,175.0,2.287,16.3779,109.0909,2.287,14.7815,150.0,,,0.572,0.5196,0.4206,0.3878
L51,est-ce que cette politique là vous en voyez quelque chose sur le quartier,spk2,gauche,1,seg_0739,2709.62,that policy do you see something of it in the neighborhood,do you see anything of that policy in the neighborhood,Do you see anything in this political arena in the neighbourhood,"is this policy there, do you see something about the neighborhood",Is this policy sending you something on the neighborhood,17.5422,48.448,72.7273,27.9016,61.0898,50.0,26.2025,67.7634,54.5455,16.5904,56.6448,70.0,9.601,60.1934,63.6364,10.1471,54.9503,80.0,0.6495,0.6821,0.7992,0.7584,0.5719,0.5522
L52,tout ce que vous avez dit sur le changement de population le les difficultés à maintenir la population ça donne l'impression,spk2,gauche,1,seg_0745,2740.18,everything that you said about the change in population the the difficulties of maintaining the population it gives the impression,everything you said about the change in population and the difficulties of maintaining the population gives the impression,"everything you said about the change of population, the difficulty of the population, it gives the impression","everything you said about the change of population, the difficulty of the population, it gives the impression","everything you have said about the population’s change, the maintenance of the population, a municipality that is quite difficult to maintain, and which goes with it.",35.3844,68.3242,35.0,36.6588,72.1176,38.8889,35.3844,68.3242,35.0,36.6588,72.1176,38.8889,7.2328,53.8451,100.0,7.6049,56.5332,111.1111,0.7868,0.7819,0.7868,0.7819,0.6961,0.6683
L53,et nous les logements sociaux à Paris on ne voit pas beaucoup,spk1,gauche,1,seg_0749,2770-01-01 00:00:00,and us the social housing in Paris we don't see it that much,"and the social housing in Paris, we don't see it that much","and we social housing in Paris, we don't see much.",and we social housing in Paris ...,"and we, the social housing stores in Paris, are already social housing in Paris.",30.0392,64.5797,46.1538,59.6567,74.0184,33.3333,21.1792,47.5634,61.5385,21.1792,48.4952,66.6667,19.5827,49.2797,69.2308,23.0056,51.1579,66.6667,0.772,0.7573,0.5373,0.4899,0.4479,0.4101
L54,tout ce qui est collectif moi c'est vous voyez,spk1,gauche,1,seg_0757,2796-07-01 00:00:00,everything that is collective me it is you see,for me everything that is collective you see,"All that is collective, you see...","No, but everything that is collective, you see, it's ... No, but everything that is collective, you see, it's ... No, I don't see myself at all ...","But all that is collective, me, it’s collective, see",19.6407,50.061,66.6667,19.6407,51.2717,62.5,6.9283,55.2827,244.4444,6.6663,54.5612,287.5,14.3231,46.0911,77.7778,14.3231,44.912,87.5,0.7056,0.7546,0.5886,0.5697,0.6733,0.6147
L55,moi c'est pas les chiens qui me dérangent,spk1,gauche,1,seg_0770,2849.24,me it is not the dogs that bother me,it is not the dogs that bother me,I don't like dogs.,I'm not bothered by dogs,"My friends me, myself, who me, even even even if I donmememeespecialspecifics, even though even if me me me even although I don not very much, especially especially, even if myself, even precises me even even when I don’me me even as well me do not very special animals, even my me — I myself, myself myself, my me Me, me messing myself, Even even if almemespecialspecials species, even Although I don don not really bad a very many animals, especiallyespecialespecialespecial Especial Especial Special Myself, me personally, me, me Me Me, myself — My me, Me, Me Me MeMe, Me messing Me, even “especialespecial Specific Specific Specific My Special My Special Special My My Special Well, especially special My Special Precis My Special All Me, My Me Me — Me Mehon, me — Me me, mine, Messing Me Messing, even while even even Although me me don donespecialespecial special Special My special Special Me Special My Very Special My Especial Especial Especial My Special Me Especial Especial Me Me Special Special Special Me Me special My My My special My special special Special Special Animals Animals, especially My Me, I myself myself myself — Me myself, me myself, Me myself myself; Me Me me me, My My Me Mi Me Me Personal Me Me Mes Me MeMes Me Me mes Me Me colo Me Me even even, even me me know me me way way way, and me me special special special Me Special Me My Special Especial Special Special All My My Specific Specific Me Me My special Especial Especialespecial Especial My My Especial My Specific My special animals animals,especialespecial Me Me especially especially My My myself, My myself myself Me Meespecial Me, my Me Me myself — me Me me myself myself My My, Me My Me me Me My myself Me My, even myself myself even even where me meespecial special special specific Specific Specific Special My speci My Special special special animals Animals animals, me especially especially especially special specialespecialespecial My special especially My Special animals, special special Especial My specialespecial My My especially My special animal animals, My especially especially myself, especially myself myself me, especially Me Me I myself My myself My Me My My God Me Me mean Me Me alone, me My My me Me myself Me, also Me Meme Me Me Mine, eveneven even even my myself myself especially especiallyespecial myself myself special special myself myselfespecialespecial especially special Special special Specialespecial My Me special special",4.7998,13.0444,100.0,5.8625,13.9672,100.0,5.708,30.1618,88.8889,6.9717,32.2438,87.5,0.1006,1.7452,4566.6667,0.0909,1.635,5150.0,0.5799,0.6021,0.7404,0.7718,0.2936,0.2804
L56,le le le nettoyage des rues dans dans Paris ça va dans votre onzième,spk2,gauche,1,seg_0788,2900.32,the the the street cleaning in in Paris it is going OK in your eleventh,is the Paris street cleaning going OK in your eleventh,"cleaning the streets in Paris, is that okay?","The cleaning of the streets in Paris, is it okay in your 11th?","Toil on the streets, in your old age.",6.4005,35.531,80.0,6.2747,35.8452,90.0,9.1035,42.7575,60.0,6.9172,40.5045,100.0,5.6332,24.0526,86.6667,9.2875,24.6019,90.0,0.6082,0.6789,0.6839,0.7144,0.3474,0.3659
L57,les expos temporaires de Beaubourg on en a fait beaucoup,spk1,gauche,1,seg_0836,3128.68,the temporary exhibitions of Beaubourg we went to many of them,we went to many of the temporary exhibitions of Beaubourg,We did a lot of temporary exhibitions of Bobon.,"the temporary exhibitions of Bobours, we did a lot ...","We did a lot with Beaubourg Bour Bour BourBo Bour Bour’s temporary exports, we made a lot of it.",16.0585,48.4017,63.6364,17.7474,51.9288,50.0,20.448,54.4661,54.5455,20.448,58.332,70.0,2.5683,35.7409,145.4545,2.5683,37.3079,160.0,0.6423,0.6704,0.6266,0.6064,0.3948,0.4026
L58,Palais de Tokyo on l'a fait,spk1,gauche,1,seg_0843,3157.96,Palais de Tokyo we did it,we did Palais de Tokyo,"not Tokyo, we did it.","The Louvre, in the museums, the Tokyo Palais, we did it,","for how did we done it, we have done it.",26.2691,39.7733,66.6667,14.5358,31.4853,80.0,11.1149,49.2673,133.3333,6.2504,43.371,180.0,4.4569,16.1274,150.0,4.0272,14.0941,180.0,0.6316,0.5064,0.5965,0.5343,0.4491,0.3549
L59,le Louvre si on l'a fait quand même plusieurs oui,spk1,gauche,1,seg_0844,3161.54,the Louvre yes we did it several times yes,yes we did the Louvre several times yes,We've been to the Louvre several times.,"the Louvre too, we did it anyway, several times,","The Louvre, if we still did it",13.7843,53.1532,77.7778,34.5721,63.717,62.5,18.528,62.9885,44.4444,11.7312,59.7501,75.0,14.5752,31.2757,66.6667,13.1345,28.3157,100.0,0.7056,0.7097,0.7818,0.7406,0.4967,0.466
L60,et là le Paris monumental ça vous plaît,spk2,gauche,1,seg_0851,3197.94,and now monumental Paris do you like it,and now do you like monumental Paris,"And the monumental Paris, do you like it?","And there, the monumental Paris, did you like it?",And the monumental Paris? Did you pray for that?,32.4668,71.3681,37.5,20.5567,71.2986,57.1429,16.5904,62.2755,62.5,10.128,61.7155,85.7143,8.9138,47.5305,75.0,8.9138,52.4386,100.0,0.8473,0.822,0.7899,0.7404,0.5616,0.5961
L61,donc je l'envie à ce niveau là moi je bon je je vraiment,spk1,gauche,1,seg_0861,3231.22,so I envy her on that level me I well I I really,so I envy her on that level I really,I want to do it at this level.,So I want it at that level.,"I want me at that level where I am at this level.... my job at that mine, on that level.",3.6354,15.3557,92.3077,5.6698,17.8602,88.8889,8.3606,25.1555,76.9231,13.7843,30.4118,66.6667,6.3948,32.8895,130.7692,6.1098,34.3305,188.8889,0.4339,0.4702,0.4542,0.5091,0.4131,0.3867
L62,c'est Lisbonne par exemple j'en rêve parce que je la connais pas,spk1,gauche,2,seg_0867 + seg_0868,3256.82,it is Lisbon for example I dream of it because I do not know it,for example I dream of Lisbon because I do not know it,"No, because I don't know them. It's Lisbon, for example. I'm sure I wouldn't be disappointed.","It's Lisbon, for example. I dream of it because I don't know it,","Lisbon, for example, is where I know them. I can save save my dreams because I don’t know her",5.908,49.1071,100.0,5.908,49.875,116.6667,38.1371,74.2169,46.6667,15.4673,69.0373,58.3333,5.8097,49.3728,100.0,5.6189,53.6854,125.0,0.5908,0.5933,0.8184,0.7653,0.5457,0.5596
R01,à votre enfance dans euh le onzième c'était quoi une enfance de petite fille,spk2,droite,1,seg_0064,191.68,in your childhood in well the eleventh what was it a little girl's childhood,what was a little girl's childhood like in the eleventh,What was your childhood like?,"in the 11th, what was your childhood, your little daughter?",The eleventh was a little girl’s child.,6.0515,27.4974,78.5714,11.7868,35.7154,70.0,9.3051,38.1117,64.2857,9.6693,40.7005,80.0,7.8015,38.8424,64.2857,20.131,54.5856,60.0,0.5806,0.6558,0.619,0.6263,0.4578,0.5242
R02,les gens disaient mais c'est où ça la Bastille,spk1,droite,1,seg_0108,329.14,people used to say but where is that the Bastille,people used to say but where is the Bastille,"I said to myself, where is this? The Bastille?","people would say, but where is that, the Bastille?",This is where the Bastille is. But where is it?,10.128,43.349,60.0,10.128,46.9242,66.6667,27.092,65.2757,50.0,17.2422,64.5553,55.5556,15.8512,42.6172,60.0,15.8512,46.1402,66.6667,0.7141,0.6756,0.8381,0.8158,0.59,0.546
R03,c'est en train de changer à toute allure ces ce onzième,spk2,droite,1,seg_0130,398.08,it is changing very fast these this eleventh,this eleventh is changing very fast,It's changing at full speed.,because it's changing at full speed. This 11th...,"It’s changing at any moment, no.",5.8159,24.0253,87.5,8.1167,29.0258,100.0,4.0272,28.2916,75.0,4.0272,32.3862,116.6667,5.5224,24.598,87.5,5.5224,29.6062,100.0,0.6477,0.662,0.6904,0.6947,0.5015,0.5062
R04,c'est vrai c'est l'impression moi que ça me donne aujourd'hui,spk1,droite,1,seg_0164,486.88,it is true it is the impression me that it gives me today,it is true that is the impression that it gives me today,"In any case, it's true that it's the impression that it gives me today.","in any case, it's true that it's the impression that it gives me today.","Anyway? Today Today, Today, today, Today... Which Which Which Today Today Today? Today... Today Today.",27.2259,69.7681,61.5385,41.2118,82.9296,50.0,27.2259,70.1183,61.5385,41.2118,83.2798,50.0,1.3878,7.2738,107.6923,1.3878,7.8957,116.6667,0.7842,0.8193,0.7865,0.8133,0.2702,0.2733
R05,elle est où cette école rue Keller,spk1,droite,2,seg_0204 + seg_0205,620.98,where is it that school rue Keller,where is that school on rue Keller,"Didn't we say it? I've just come back from a game shop. Oh, shapes ethnicity? Oh yeah, basically. So I thought it was actually a game shop. By the way, his form was Court of 우리가. But you know, it's the other screen. So I either sort by worries me in public or want to focus on what sotto think I want to share. found at the time.","where is this school, Rue Keller",Where is this Rukeler school?,0.4448,11.0045,957.1429,0.4448,10.7786,957.1429,19.6407,54.6474,42.8571,19.6407,60.1684,42.8571,15.2072,35.3451,71.4286,15.2072,40.9593,71.4286,0.344,0.314,0.7565,0.7343,0.8133,0.8116
R06,donc j'ai fait l'école privée moi dans ce quartier dans le onzième,spk1,droite,1,seg_0214,639.42,so I attended a private school me in this neighborhood in the eleventh,so I attended a private school in this neighborhood in the eleventh,"So I did private school in this neighborhood, in the 11th.","So I went to private school in this neighborhood, in the 11th.","So, I made the private schools my own, in this quarter, in the eleventh, private schools... in this neighborhood.",19.029,55.7143,38.4615,37.0687,62.3529,33.3333,17.4938,56.5933,38.4615,34.0781,63.1802,33.3333,9.6151,61.9413,100.0,9.6151,63.0285,108.3333,0.825,0.8448,0.8331,0.8785,0.6158,0.6032
